CPU Freq is 2.200144 
CMDLINE: "./nr_dlsim" "-L" "4" 
[CONFIG] get parameters from cmdline [CONFIG] debug flags: 0x00400000
Initializing random number generator, seed -5218788369805554673
[CONFIG] log_config: 2/3 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 53/53 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
[CONFIG] log_config: 16/16 parameters successfully set 
log init done
[MAC]   [MAIN] Init function start:nb_nr_macrlc_inst=1
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 10] => rxF_ext[7]=(-148,327)	 rxF[10]=(-148,327)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 93] 	 RE[re 11] => rxF_ext[8]=(-335,-132)	 rxF[11]=(-335,-132)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (94) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (492)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 0] => rxF_ext[0]=(114,-344)	 rxF[0]=(114,-344)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 1] => rxF_ext[1]=(32766,0)	 rxF[1]=(93,-348) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 2] => rxF_ext[1]=(353,74)	 rxF[2]=(353,74)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 3] => rxF_ext[2]=(-356,-57)	 rxF[3]=(-356,-57)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 4] => rxF_ext[3]=(35,-359)	 rxF[4]=(35,-359)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 5] => rxF_ext[4]=(-2517,-21085)	 rxF[5]=(-358,-15) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 6] => rxF_ext[4]=(360,-5)	 rxF[6]=(360,-5)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 7] => rxF_ext[5]=(23,358)	 rxF[7]=(23,358)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 8] => rxF_ext[6]=(-358,42)	 rxF[8]=(-358,42)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 9] => rxF_ext[7]=(32766,0)	 rxF[9]=(-65,-357) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 10] => rxF_ext[7]=(-83,-350)	 rxF[10]=(-83,-350)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 94] 	 RE[re 11] => rxF_ext[8]=(344,-104)	 rxF[11]=(344,-104)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> in even case c_rb (95) is higher than half N_RB_DL (not DC) -> rxF = &rxdataF[aarx = (0)][12*(c_rb + n_BWP_start - (frame_parms->N_RB_DL>>1)) + symbol * frame_parms->ofdm_symbol_size = (504)]
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 0] => rxF_ext[0]=(121,339)	 rxF[0]=(121,339)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 1] => rxF_ext[1]=(13775,-21084)	 rxF[1]=(332,-140) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 2] => rxF_ext[1]=(157,323)	 rxF[2]=(157,323)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 3] => rxF_ext[2]=(174,313)	 rxF[3]=(174,313)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 4] => rxF_ext[3]=(-193,-303)	 rxF[4]=(-193,-303)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 5] => rxF_ext[4]=(32766,0)	 rxF[5]=(294,-209) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 6] => rxF_ext[4]=(-279,222)	 rxF[6]=(-279,222)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 7] => rxF_ext[5]=(269,-241)	 rxF[7]=(269,-241)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 8] => rxF_ext[6]=(253,-255)	 rxF[8]=(253,-255)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 9] => rxF_ext[7]=(0,0)	 rxF[9]=(267,240) 		 <==> DM-RS PDCCH, this is a pilot symbol
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 10] => rxF_ext[7]=(-281,-226)	 rxF[10]=(-281,-226)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_extract_rbs_single)-> RB[c_rb 95] 	 RE[re 11] => rxF_ext[8]=(-293,-211)	 rxF[11]=(-293,-211)
[34m[PHY]   we enter nr_pdcch_channel_level(avgP=15733) => compute channel level based on ofdm symbol 0, pdcch_vars[eNB_id]->dl_ch_estimates_ext
[0m[34m[PHY]   in nr_pdcch_channel_level(dl_ch_estimates_ext -> dl_ch_estimates_ext)
[0m<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_level)-> Channel level : 15733
[34m[PHY]   we enter nr_pdcch_channel_compensation(log2_maxh=12)
[0m[34m[PHY]   in nr_pdcch_channel_compensation(rxdataF_ext x dl_ch_estimates_ext -> rxdataF_comp)
[0m<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[0]=(0,0) X dlch[0]=(0,0) rxdataF_comp128[0]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[1]=(-1,0) X dlch[1]=(0,0) rxdataF_comp128[1]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[2]=(-1,0) X dlch[2]=(0,0) rxdataF_comp128[2]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[3]=(-1,0) X dlch[3]=(0,0) rxdataF_comp128[3]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[4]=(0,0) X dlch[4]=(0,0) rxdataF_comp128[4]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[5]=(-2,0) X dlch[5]=(0,0) rxdataF_comp128[5]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[6]=(0,0) X dlch[6]=(0,0) rxdataF_comp128[6]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[7]=(0,0) X dlch[7]=(0,0) rxdataF_comp128[7]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[8]=(0,0) X dlch[8]=(0,0) rxdataF_comp128[8]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[9]=(0,-1) X dlch[9]=(0,0) rxdataF_comp128[9]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[10]=(0,-1) X dlch[10]=(0,0) rxdataF_comp128[10]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[11]=(-1,-1) X dlch[11]=(0,0) rxdataF_comp128[11]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[12]=(0,0) X dlch[12]=(0,0) rxdataF_comp128[12]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[13]=(0,0) X dlch[13]=(0,0) rxdataF_comp128[13]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[14]=(0,0) X dlch[14]=(0,0) rxdataF_comp128[14]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[15]=(0,0) X dlch[15]=(0,0) rxdataF_comp128[15]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[16]=(0,0) X dlch[16]=(0,0) rxdataF_comp128[16]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[17]=(0,0) X dlch[17]=(0,0) rxdataF_comp128[17]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[18]=(0,0) X dlch[18]=(0,0) rxdataF_comp128[18]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[19]=(0,0) X dlch[19]=(0,0) rxdataF_comp128[19]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[20]=(-1,-1) X dlch[20]=(0,0) rxdataF_comp128[20]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[21]=(0,0) X dlch[21]=(0,0) rxdataF_comp128[21]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[22]=(-1,0) X dlch[22]=(0,0) rxdataF_comp128[22]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[23]=(0,0) X dlch[23]=(0,0) rxdataF_comp128[23]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[24]=(0,0) X dlch[24]=(0,0) rxdataF_comp128[24]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[25]=(0,-1) X dlch[25]=(0,0) rxdataF_comp128[25]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[26]=(0,0) X dlch[26]=(0,0) rxdataF_comp128[26]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[27]=(-1,0) X dlch[27]=(0,0) rxdataF_comp128[27]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[28]=(0,0) X dlch[28]=(0,0) rxdataF_comp128[28]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[29]=(-1,0) X dlch[29]=(0,0) rxdataF_comp128[29]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[30]=(0,0) X dlch[30]=(0,0) rxdataF_comp128[30]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[31]=(0,0) X dlch[31]=(0,0) rxdataF_comp128[31]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[32]=(-1,0) X dlch[32]=(0,0) rxdataF_comp128[32]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[33]=(0,0) X dlch[33]=(0,0) rxdataF_comp128[33]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[34]=(-1,0) X dlch[34]=(0,0) rxdataF_comp128[34]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[35]=(-1,0) X dlch[35]=(0,0) rxdataF_comp128[35]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[36]=(0,0) X dlch[36]=(0,0) rxdataF_comp128[36]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[37]=(0,0) X dlch[37]=(0,0) rxdataF_comp128[37]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[38]=(-1,-1) X dlch[38]=(0,0) rxdataF_comp128[38]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[39]=(0,0) X dlch[39]=(0,0) rxdataF_comp128[39]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[40]=(-1,0) X dlch[40]=(0,0) rxdataF_comp128[40]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[41]=(0,0) X dlch[41]=(0,0) rxdataF_comp128[41]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[42]=(0,0) X dlch[42]=(0,0) rxdataF_comp128[42]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[43]=(0,0) X dlch[43]=(0,0) rxdataF_comp128[43]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[44]=(-1,0) X dlch[44]=(0,0) rxdataF_comp128[44]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[45]=(0,1) X dlch[45]=(0,0) rxdataF_comp128[45]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[46]=(0,0) X dlch[46]=(0,0) rxdataF_comp128[46]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[47]=(0,0) X dlch[47]=(0,0) rxdataF_comp128[47]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[48]=(0,0) X dlch[48]=(0,0) rxdataF_comp128[48]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[49]=(0,0) X dlch[49]=(0,0) rxdataF_comp128[49]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[50]=(0,-1) X dlch[50]=(0,0) rxdataF_comp128[50]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[51]=(0,0) X dlch[51]=(0,0) rxdataF_comp128[51]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[52]=(0,0) X dlch[52]=(0,0) rxdataF_comp128[52]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[53]=(0,0) X dlch[53]=(0,0) rxdataF_comp128[53]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[54]=(0,0) X dlch[54]=(0,0) rxdataF_comp128[54]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[55]=(0,0) X dlch[55]=(0,0) rxdataF_comp128[55]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[56]=(0,0) X dlch[56]=(0,0) rxdataF_comp128[56]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[57]=(0,0) X dlch[57]=(0,0) rxdataF_comp128[57]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[58]=(0,0) X dlch[58]=(0,0) rxdataF_comp128[58]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[59]=(0,0) X dlch[59]=(0,0) rxdataF_comp128[59]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[60]=(-1,0) X dlch[60]=(0,0) rxdataF_comp128[60]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[61]=(0,0) X dlch[61]=(0,0) rxdataF_comp128[61]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[62]=(0,0) X dlch[62]=(0,0) rxdataF_comp128[62]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[63]=(0,0) X dlch[63]=(0,0) rxdataF_comp128[63]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[64]=(0,2) X dlch[64]=(0,0) rxdataF_comp128[64]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[65]=(0,0) X dlch[65]=(0,0) rxdataF_comp128[65]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[66]=(0,-1) X dlch[66]=(0,0) rxdataF_comp128[66]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[67]=(0,-1) X dlch[67]=(0,0) rxdataF_comp128[67]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[68]=(0,0) X dlch[68]=(0,0) rxdataF_comp128[68]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[69]=(0,0) X dlch[69]=(0,0) rxdataF_comp128[69]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[70]=(0,-1) X dlch[70]=(0,0) rxdataF_comp128[70]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[71]=(0,0) X dlch[71]=(0,0) rxdataF_comp128[71]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[72]=(0,1) X dlch[72]=(0,0) rxdataF_comp128[72]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[73]=(0,0) X dlch[73]=(0,0) rxdataF_comp128[73]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[74]=(-1,0) X dlch[74]=(0,0) rxdataF_comp128[74]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[75]=(0,0) X dlch[75]=(0,0) rxdataF_comp128[75]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[76]=(0,0) X dlch[76]=(0,0) rxdataF_comp128[76]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[77]=(0,-1) X dlch[77]=(0,0) rxdataF_comp128[77]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[78]=(0,0) X dlch[78]=(0,0) rxdataF_comp128[78]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[79]=(0,-1) X dlch[79]=(0,0) rxdataF_comp128[79]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[80]=(0,0) X dlch[80]=(0,0) rxdataF_comp128[80]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[81]=(0,0) X dlch[81]=(0,0) rxdataF_comp128[81]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[82]=(0,0) X dlch[82]=(0,0) rxdataF_comp128[82]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[83]=(0,-1) X dlch[83]=(0,0) rxdataF_comp128[83]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[84]=(-1,0) X dlch[84]=(0,0) rxdataF_comp128[84]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[85]=(2,-1) X dlch[85]=(0,0) rxdataF_comp128[85]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[86]=(-1,0) X dlch[86]=(0,0) rxdataF_comp128[86]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[87]=(0,0) X dlch[87]=(0,0) rxdataF_comp128[87]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[88]=(0,0) X dlch[88]=(0,0) rxdataF_comp128[88]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[89]=(-1,0) X dlch[89]=(0,0) rxdataF_comp128[89]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[90]=(0,-1) X dlch[90]=(0,0) rxdataF_comp128[90]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[91]=(0,0) X dlch[91]=(0,0) rxdataF_comp128[91]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[92]=(0,0) X dlch[92]=(0,0) rxdataF_comp128[92]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[93]=(0,-1) X dlch[93]=(0,0) rxdataF_comp128[93]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[94]=(-1,0) X dlch[94]=(0,0) rxdataF_comp128[94]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[95]=(-1,0) X dlch[95]=(0,0) rxdataF_comp128[95]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[96]=(0,0) X dlch[96]=(0,0) rxdataF_comp128[96]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[97]=(0,0) X dlch[97]=(0,0) rxdataF_comp128[97]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[98]=(1,1) X dlch[98]=(0,0) rxdataF_comp128[98]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[99]=(0,0) X dlch[99]=(0,0) rxdataF_comp128[99]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[100]=(0,0) X dlch[100]=(0,0) rxdataF_comp128[100]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[101]=(0,0) X dlch[101]=(0,0) rxdataF_comp128[101]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[102]=(0,0) X dlch[102]=(0,0) rxdataF_comp128[102]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[103]=(0,-1) X dlch[103]=(0,0) rxdataF_comp128[103]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[104]=(0,0) X dlch[104]=(0,0) rxdataF_comp128[104]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[105]=(0,-1) X dlch[105]=(0,0) rxdataF_comp128[105]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[106]=(0,0) X dlch[106]=(0,0) rxdataF_comp128[106]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[107]=(-1,0) X dlch[107]=(0,0) rxdataF_comp128[107]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[108]=(0,-1) X dlch[108]=(0,0) rxdataF_comp128[108]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[109]=(0,0) X dlch[109]=(0,0) rxdataF_comp128[109]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[110]=(-1,0) X dlch[110]=(0,0) rxdataF_comp128[110]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[111]=(0,0) X dlch[111]=(0,0) rxdataF_comp128[111]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[112]=(0,-1) X dlch[112]=(0,0) rxdataF_comp128[112]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[113]=(-1,-1) X dlch[113]=(0,0) rxdataF_comp128[113]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[114]=(0,0) X dlch[114]=(0,0) rxdataF_comp128[114]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[115]=(-1,0) X dlch[115]=(0,0) rxdataF_comp128[115]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[116]=(0,0) X dlch[116]=(0,0) rxdataF_comp128[116]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[117]=(0,0) X dlch[117]=(0,0) rxdataF_comp128[117]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[118]=(0,0) X dlch[118]=(0,0) rxdataF_comp128[118]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[119]=(0,0) X dlch[119]=(0,0) rxdataF_comp128[119]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[120]=(0,0) X dlch[120]=(0,0) rxdataF_comp128[120]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[121]=(0,-1) X dlch[121]=(0,0) rxdataF_comp128[121]=(0,0)
<-NR_PDCCH_DCI_DEBUG (nr_pdcch_channel_compensation)-> rxdataF128[122]=(0,0) X dlch[122]=(0,0) rxdataF_comp128[122]=(0,0)
